EJER;BILSEG;ENHED;TID;INDHOLD
I alt;Andre bilsegmenter;Gennemsnitlig motoreffekt (kW);2004M12;0,0
I alt;Andre bilsegmenter;Gennemsnitlig km pr liter (liter);2004M12;0,0
I alt;Andre bilsegmenter;Gennemsnitlig slagvolumen (cm3);2004M12;0,0
I alt;Uoplyst;Ny registrerede biler (antal);2004M12;279,0
I alt;Uoplyst;Købspris (mio. kr);2004M12;135,1
I alt;Uoplyst;Gennemsnitlig købspris (kr.);2004M12;484076,0
I alt;Uoplyst;Gennemsnitlig motoreffekt (kW);2004M12;0,0
I alt;Uoplyst;Gennemsnitlig km pr liter (liter);2004M12;10,9
I alt;Uoplyst;Gennemsnitlig slagvolumen (cm3);2004M12;0,0
I alt;Small;Ny registrerede biler (antal);2004M12;2054,0
I alt;Small;Købspris (mio. kr);2004M12;329,5
I alt;Small;Gennemsnitlig købspris (kr.);2004M12;160396,0
I alt;Small;Gennemsnitlig motoreffekt (kW);2004M12;0,0
I alt;Small;Gennemsnitlig km pr liter (liter);2004M12;17,3
I alt;Small;Gennemsnitlig slagvolumen (cm3);2004M12;0,0
I alt;Medium;Ny registrerede biler (antal);2004M12;2610,0
I alt;Medium;Købspris (mio. kr);2004M12;682,5
I alt;Medium;Gennemsnitlig købspris (kr.);2004M12;261506,0
I alt;Medium;Gennemsnitlig motoreffekt (kW);2004M12;0,0
I alt;Medium;Gennemsnitlig km pr liter (liter);2004M12;15,3
I alt;Medium;Gennemsnitlig slagvolumen (cm3);2004M12;0,0
I alt;Large;Ny registrerede biler (antal);2004M12;4574,0
I alt;Large;Købspris (mio. kr);2004M12;1522,1
I alt;Large;Gennemsnitlig købspris (kr.);2004M12;332779,0
I alt;Large;Gennemsnitlig motoreffekt (kW);2004M12;0,0
I alt;Large;Gennemsnitlig km pr liter (liter);2004M12;13,7
I alt;Large;Gennemsnitlig slagvolumen (cm3);2004M12;0,0
I alt;Executive;Ny registrerede biler (antal);2004M12;507,0
I alt;Executive;Købspris (mio. kr);2004M12;279,3
I alt;Executive;Gennemsnitlig købspris (kr.);2004M12;550932,0
I alt;Executive;Gennemsnitlig motoreffekt (kW);2004M12;0,0
I alt;Executive;Gennemsnitlig km pr liter (liter);2004M12;11,2
I alt;Executive;Gennemsnitlig slagvolumen (cm3);2004M12;0,0
I alt;Luxury;Ny registrerede biler (antal);2004M12;3,0
I alt;Luxury;Købspris (mio. kr);2004M12;4,8
I alt;Luxury;Gennemsnitlig købspris (kr.);2004M12;1593223,0
I alt;Luxury;Gennemsnitlig motoreffekt (kW);2004M12;0,0
I alt;Luxury;Gennemsnitlig km pr liter (liter);2004M12;8,1
I alt;Luxury;Gennemsnitlig slagvolumen (cm3);2004M12;0,0
I alt;Sport;Ny registrerede biler (antal);2004M12;14,0
I alt;Sport;Købspris (mio. kr);2004M12;19,6
I alt;Sport;Gennemsnitlig købspris (kr.);2004M12;1400836,0
I alt;Sport;Gennemsnitlig motoreffekt (kW);2004M12;0,0
I alt;Sport;Gennemsnitlig km pr liter (liter);2004M12;9,2
I alt;Sport;Gennemsnitlig slagvolumen (cm3);2004M12;0,0
I alt;Small MPV;Ny registrerede biler (antal);2004M12;870,0
I alt;Small MPV;Købspris (mio. kr);2004M12;199,3
I alt;Small MPV;Gennemsnitlig købspris (kr.);2004M12;229028,0
I alt;Small MPV;Gennemsnitlig motoreffekt (kW);2004M12;0,0
I alt;Small MPV;Gennemsnitlig km pr liter (liter);2004M12;14,7
I alt;Small MPV;Gennemsnitlig slagvolumen (cm3);2004M12;0,0
I alt;Large MPV;Ny registrerede biler (antal);2004M12;536,0
I alt;Large MPV;Købspris (mio. kr);2004M12;198,2
I alt;Large MPV;Gennemsnitlig købspris (kr.);2004M12;369843,0
I alt;Large MPV;Gennemsnitlig motoreffekt (kW);2004M12;0,0
I alt;Large MPV;Gennemsnitlig km pr liter (liter);2004M12;12,7
I alt;Large MPV;Gennemsnitlig slagvolumen (cm3);2004M12;0,0
I husholdningerne;I alt;Ny registrerede biler (antal);2004M12;5185,0
I husholdningerne;I alt;Købspris (mio. kr);2004M12;1231,0
I husholdningerne;I alt;Gennemsnitlig købspris (kr.);2004M12;237416,0
I husholdningerne;I alt;Gennemsnitlig motoreffekt (kW);2004M12;0,0
I husholdningerne;I alt;Gennemsnitlig km pr liter (liter);2004M12;16,1
I husholdningerne;I alt;Gennemsnitlig slagvolumen (cm3);2004M12;0,0
I husholdningerne;Mini;Ny registrerede biler (antal);2004M12;746,0
I husholdningerne;Mini;Købspris (mio. kr);2004M12;90,7
I husholdningerne;Mini;Gennemsnitlig købspris (kr.);2004M12;121623,0
I husholdningerne;Mini;Gennemsnitlig motoreffekt (kW);2004M12;0,0
I husholdningerne;Mini;Gennemsnitlig km pr liter (liter);2004M12;20,8
I husholdningerne;Mini;Gennemsnitlig slagvolumen (cm3);2004M12;0,0
I husholdningerne;Small SUV;Ny registrerede biler (antal);2004M12;100,0
I husholdningerne;Small SUV;Købspris (mio. kr);2004M12;23,6
I husholdningerne;Small SUV;Gennemsnitlig købspris (kr.);2004M12;236122,0
I husholdningerne;Small SUV;Gennemsnitlig motoreffekt (kW);2004M12;0,0
I husholdningerne;Small SUV;Gennemsnitlig km pr liter (liter);2004M12;11,8
I husholdningerne;Small SUV;Gennemsnitlig slagvolumen (cm3);2004M12;0,0
I husholdningerne;Medium SUV;Ny registrerede biler (antal);2004M12;22,0
I husholdningerne;Medium SUV;Købspris (mio. kr);2004M12;8,8
I husholdningerne;Medium SUV;Gennemsnitlig købspris (kr.);2004M12;398751,0
I husholdningerne;Medium SUV;Gennemsnitlig motoreffekt (kW);2004M12;0,0
I husholdningerne;Medium SUV;Gennemsnitlig km pr liter (liter);2004M12;11,2
I husholdningerne;Medium SUV;Gennemsnitlig slagvolumen (cm3);2004M12;0,0
I husholdningerne;Large SUV;Ny registrerede biler (antal);2004M12;16,0
I husholdningerne;Large SUV;Købspris (mio. kr);2004M12;9,0
I husholdningerne;Large SUV;Gennemsnitlig købspris (kr.);2004M12;563344,0
I husholdningerne;Large SUV;Gennemsnitlig motoreffekt (kW);2004M12;0,0
I husholdningerne;Large SUV;Gennemsnitlig km pr liter (liter);2004M12;11,6
I husholdningerne;Large SUV;Gennemsnitlig slagvolumen (cm3);2004M12;0,0
I husholdningerne;Andre bilsegmenter;Ny registrerede biler (antal);2004M12;0,0
I husholdningerne;Andre bilsegmenter;Købspris (mio. kr);2004M12;0,0
I husholdningerne;Andre bilsegmenter;Gennemsnitlig købspris (kr.);2004M12;0,0
I husholdningerne;Andre bilsegmenter;Gennemsnitlig motoreffekt (kW);2004M12;0,0
I husholdningerne;Andre bilsegmenter;Gennemsnitlig km pr liter (liter);2004M12;0,0
I husholdningerne;Andre bilsegmenter;Gennemsnitlig slagvolumen (cm3);2004M12;0,0
I husholdningerne;Uoplyst;Ny registrerede biler (antal);2004M12;136,0
I husholdningerne;Uoplyst;Købspris (mio. kr);2004M12;57,0
I husholdningerne;Uoplyst;Gennemsnitlig købspris (kr.);2004M12;418970,0
I husholdningerne;Uoplyst;Gennemsnitlig motoreffekt (kW);2004M12;0,0
I husholdningerne;Uoplyst;Gennemsnitlig km pr liter (liter);2004M12;10,4
I husholdningerne;Uoplyst;Gennemsnitlig slagvolumen (cm3);2004M12;0,0
I husholdningerne;Small;Ny registrerede biler (antal);2004M12;1322,0
I husholdningerne;Small;Købspris (mio. kr);2004M12;211,0
I husholdningerne;Small;Gennemsnitlig købspris (kr.);2004M12;159632,0
I husholdningerne;Small;Gennemsnitlig motoreffekt (kW);2004M12;0,0
I husholdningerne;Small;Gennemsnitlig km pr liter (liter);2004M12;17,7
I husholdningerne;Small;Gennemsnitlig slagvolumen (cm3);2004M12;0,0
I husholdningerne;Medium;Ny registrerede biler (antal);2004M12;1202,0
I husholdningerne;Medium;Købspris (mio. kr);2004M12;299,5
I husholdningerne;Medium;Gennemsnitlig købspris (kr.);2004M12;249169,0
I husholdningerne;Medium;Gennemsnitlig motoreffekt (kW);2004M12;0,0
I husholdningerne;Medium;Gennemsnitlig km pr liter (liter);2004M12;15,4
I husholdningerne;Medium;Gennemsnitlig slagvolumen (cm3);2004M12;0,0
I husholdningerne;Large;Ny registrerede biler (antal);2004M12;887,0
I husholdningerne;Large;Købspris (mio. kr);2004M12;290,6
I husholdningerne;Large;Gennemsnitlig købspris (kr.);2004M12;327641,0
I husholdningerne;Large;Gennemsnitlig motoreffekt (kW);2004M12;0,0
I husholdningerne;Large;Gennemsnitlig km pr liter (liter);2004M12;14,2
I husholdningerne;Large;Gennemsnitlig slagvolumen (cm3);2004M12;0,0
I husholdningerne;Executive;Ny registrerede biler (antal);2004M12;119,0
I husholdningerne;Executive;Købspris (mio. kr);2004M12;68,7
I husholdningerne;Executive;Gennemsnitlig købspris (kr.);2004M12;577158,0
I husholdningerne;Executive;Gennemsnitlig motoreffekt (kW);2004M12;0,0
I husholdningerne;Executive;Gennemsnitlig km pr liter (liter);2004M12;12,3
I husholdningerne;Executive;Gennemsnitlig slagvolumen (cm3);2004M12;0,0
I husholdningerne;Luxury;Ny registrerede biler (antal);2004M12;0,0
I husholdningerne;Luxury;Købspris (mio. kr);2004M12;0,0
I husholdningerne;Luxury;Gennemsnitlig købspris (kr.);2004M12;0,0
I husholdningerne;Luxury;Gennemsnitlig motoreffekt (kW);2004M12;0,0
I husholdningerne;Luxury;Gennemsnitlig km pr liter (liter);2004M12;0,0
I husholdningerne;Luxury;Gennemsnitlig slagvolumen (cm3);2004M12;0,0
I husholdningerne;Sport;Ny registrerede biler (antal);2004M12;7,0
I husholdningerne;Sport;Købspris (mio. kr);2004M12;12,7
I husholdningerne;Sport;Gennemsnitlig købspris (kr.);2004M12;1809036,0
I husholdningerne;Sport;Gennemsnitlig motoreffekt (kW);2004M12;0,0
I husholdningerne;Sport;Gennemsnitlig km pr liter (liter);2004M12;8,5
I husholdningerne;Sport;Gennemsnitlig slagvolumen (cm3);2004M12;0,0
I husholdningerne;Small MPV;Ny registrerede biler (antal);2004M12;442,0
I husholdningerne;Small MPV;Købspris (mio. kr);2004M12;93,7
I husholdningerne;Small MPV;Gennemsnitlig købspris (kr.);2004M12;211878,0
I husholdningerne;Small MPV;Gennemsnitlig motoreffekt (kW);2004M12;0,0
I husholdningerne;Small MPV;Gennemsnitlig km pr liter (liter);2004M12;15,0
I husholdningerne;Small MPV;Gennemsnitlig slagvolumen (cm3);2004M12;0,0
I husholdningerne;Large MPV;Ny registrerede biler (antal);2004M12;186,0
I husholdningerne;Large MPV;Købspris (mio. kr);2004M12;65,7
I husholdningerne;Large MPV;Gennemsnitlig købspris (kr.);2004M12;353474,0
I husholdningerne;Large MPV;Gennemsnitlig motoreffekt (kW);2004M12;0,0
I husholdningerne;Large MPV;Gennemsnitlig km pr liter (liter);2004M12;13,0
I husholdningerne;Large MPV;Gennemsnitlig slagvolumen (cm3);2004M12;0,0
I erhvervene;I alt;Ny registrerede biler (antal);2004M12;7342,0
I erhvervene;I alt;Købspris (mio. kr);2004M12;2317,6
I erhvervene;I alt;Gennemsnitlig købspris (kr.);2004M12;315664,0
I erhvervene;I alt;Gennemsnitlig motoreffekt (kW);2004M12;0,0
I erhvervene;I alt;Gennemsnitlig km pr liter (liter);2004M12;14,0
I erhvervene;I alt;Gennemsnitlig slagvolumen (cm3);2004M12;0,0
I erhvervene;Mini;Ny registrerede biler (antal);2004M12;116,0
I erhvervene;Mini;Købspris (mio. kr);2004M12;12,9
I erhvervene;Mini;Gennemsnitlig købspris (kr.);2004M12;111218,0
I erhvervene;Mini;Gennemsnitlig motoreffekt (kW);2004M12;0,0
I erhvervene;Mini;Gennemsnitlig km pr liter (liter);2004M12;19,6
I erhvervene;Mini;Gennemsnitlig slagvolumen (cm3);2004M12;0,0
I erhvervene;Small SUV;Ny registrerede biler (antal);2004M12;29,0
I erhvervene;Small SUV;Købspris (mio. kr);2004M12;7,0
I erhvervene;Small SUV;Gennemsnitlig købspris (kr.);2004M12;241052,0
I erhvervene;Small SUV;Gennemsnitlig motoreffekt (kW);2004M12;0,0
I erhvervene;Small SUV;Gennemsnitlig km pr liter (liter);2004M12;11,7
I erhvervene;Small SUV;Gennemsnitlig slagvolumen (cm3);2004M12;0,0
I erhvervene;Medium SUV;Ny registrerede biler (antal);2004M12;31,0
I erhvervene;Medium SUV;Købspris (mio. kr);2004M12;13,5
I erhvervene;Medium SUV;Gennemsnitlig købspris (kr.);2004M12;435870,0
I erhvervene;Medium SUV;Gennemsnitlig motoreffekt (kW);2004M12;0,0
I erhvervene;Medium SUV;Gennemsnitlig km pr liter (liter);2004M12;10,9
I erhvervene;Medium SUV;Gennemsnitlig slagvolumen (cm3);2004M12;0,0
I erhvervene;Large SUV;Ny registrerede biler (antal);2004M12;20,0
I erhvervene;Large SUV;Købspris (mio. kr);2004M12;12,7
I erhvervene;Large SUV;Gennemsnitlig købspris (kr.);2004M12;634984,0
I erhvervene;Large SUV;Gennemsnitlig motoreffekt (kW);2004M12;0,0
I erhvervene;Large SUV;Gennemsnitlig km pr liter (liter);2004M12;10,0
I erhvervene;Large SUV;Gennemsnitlig slagvolumen (cm3);2004M12;0,0
I erhvervene;Andre bilsegmenter;Ny registrerede biler (antal);2004M12;0,0
I erhvervene;Andre bilsegmenter;Købspris (mio. kr);2004M12;0,0
I erhvervene;Andre bilsegmenter;Gennemsnitlig købspris (kr.);2004M12;0,0
I erhvervene;Andre bilsegmenter;Gennemsnitlig motoreffekt (kW);2004M12;0,0
I erhvervene;Andre bilsegmenter;Gennemsnitlig km pr liter (liter);2004M12;0,0
I erhvervene;Andre bilsegmenter;Gennemsnitlig slagvolumen (cm3);2004M12;0,0
I erhvervene;Uoplyst;Ny registrerede biler (antal);2004M12;143,0
I erhvervene;Uoplyst;Købspris (mio. kr);2004M12;78,1
I erhvervene;Uoplyst;Gennemsnitlig købspris (kr.);2004M12;545995,0
I erhvervene;Uoplyst;Gennemsnitlig motoreffekt (kW);2004M12;0,0
I erhvervene;Uoplyst;Gennemsnitlig km pr liter (liter);2004M12;11,5
I erhvervene;Uoplyst;Gennemsnitlig slagvolumen (cm3);2004M12;0,0
I erhvervene;Small;Ny registrerede biler (antal);2004M12;732,0
I erhvervene;Small;Købspris (mio. kr);2004M12;118,4
I erhvervene;Small;Gennemsnitlig købspris (kr.);2004M12;161775,0
I erhvervene;Small;Gennemsnitlig motoreffekt (kW);2004M12;0,0
I erhvervene;Small;Gennemsnitlig km pr liter (liter);2004M12;16,6
I erhvervene;Small;Gennemsnitlig slagvolumen (cm3);2004M12;0,0
I erhvervene;Medium;Ny registrerede biler (antal);2004M12;1408,0
I erhvervene;Medium;Købspris (mio. kr);2004M12;383,0
I erhvervene;Medium;Gennemsnitlig købspris (kr.);2004M12;272038,0
I erhvervene;Medium;Gennemsnitlig motoreffekt (kW);2004M12;0,0
I erhvervene;Medium;Gennemsnitlig km pr liter (liter);2004M12;15,2
I erhvervene;Medium;Gennemsnitlig slagvolumen (cm3);2004M12;0,0
I erhvervene;Large;Ny registrerede biler (antal);2004M12;3687,0
I erhvervene;Large;Købspris (mio. kr);2004M12;1231,5
I erhvervene;Large;Gennemsnitlig købspris (kr.);2004M12;334015,0
I erhvervene;Large;Gennemsnitlig motoreffekt (kW);2004M12;0,0
I erhvervene;Large;Gennemsnitlig km pr liter (liter);2004M12;13,5
I erhvervene;Large;Gennemsnitlig slagvolumen (cm3);2004M12;0,0
I erhvervene;Executive;Ny registrerede biler (antal);2004M12;388,0
I erhvervene;Executive;Købspris (mio. kr);2004M12;210,6
I erhvervene;Executive;Gennemsnitlig købspris (kr.);2004M12;542888,0
I erhvervene;Executive;Gennemsnitlig motoreffekt (kW);2004M12;0,0
I erhvervene;Executive;Gennemsnitlig km pr liter (liter);2004M12;10,9
I erhvervene;Executive;Gennemsnitlig slagvolumen (cm3);2004M12;0,0
I erhvervene;Luxury;Ny registrerede biler (antal);2004M12;3,0
I erhvervene;Luxury;Købspris (mio. kr);2004M12;4,8
I erhvervene;Luxury;Gennemsnitlig købspris (kr.);2004M12;1593223,0
I erhvervene;Luxury;Gennemsnitlig motoreffekt (kW);2004M12;0,0
I erhvervene;Luxury;Gennemsnitlig km pr liter (liter);2004M12;8,1
I erhvervene;Luxury;Gennemsnitlig slagvolumen (cm3);2004M12;0,0
I erhvervene;Sport;Ny registrerede biler (antal);2004M12;7,0
I erhvervene;Sport;Købspris (mio. kr);2004M12;6,9
I erhvervene;Sport;Gennemsnitlig købspris (kr.);2004M12;992635,0
I erhvervene;Sport;Gennemsnitlig motoreffekt (kW);2004M12;0,0
I erhvervene;Sport;Gennemsnitlig km pr liter (liter);2004M12;9,8
I erhvervene;Sport;Gennemsnitlig slagvolumen (cm3);2004M12;0,0
I erhvervene;Small MPV;Ny registrerede biler (antal);2004M12;428,0
I erhvervene;Small MPV;Købspris (mio. kr);2004M12;105,6
I erhvervene;Small MPV;Gennemsnitlig købspris (kr.);2004M12;246739,0
I erhvervene;Small MPV;Gennemsnitlig motoreffekt (kW);2004M12;0,0
I erhvervene;Small MPV;Gennemsnitlig km pr liter (liter);2004M12;14,5
I erhvervene;Small MPV;Gennemsnitlig slagvolumen (cm3);2004M12;0,0
I erhvervene;Large MPV;Ny registrerede biler (antal);2004M12;350,0
I erhvervene;Large MPV;Købspris (mio. kr);2004M12;132,5
I erhvervene;Large MPV;Gennemsnitlig købspris (kr.);2004M12;378543,0
I erhvervene;Large MPV;Gennemsnitlig motoreffekt (kW);2004M12;0,0
I erhvervene;Large MPV;Gennemsnitlig km pr liter (liter);2004M12;12,5
I erhvervene;Large MPV;Gennemsnitlig slagvolumen (cm3);2004M12;0,0
I alt;I alt;Ny registrerede biler (antal);2005M01;10013,0
I alt;I alt;Købspris (mio. kr);2005M01;2306,1
I alt;I alt;Gennemsnitlig købspris (kr.);2005M01;230310,0
I alt;I alt;Gennemsnitlig motoreffekt (kW);2005M01;0,0
I alt;I alt;Gennemsnitlig km pr liter (liter);2005M01;16,0
I alt;I alt;Gennemsnitlig slagvolumen (cm3);2005M01;0,0
I alt;Mini;Ny registrerede biler (antal);2005M01;1005,0
I alt;Mini;Købspris (mio. kr);2005M01;121,4
I alt;Mini;Gennemsnitlig købspris (kr.);2005M01;120764,0
I alt;Mini;Gennemsnitlig motoreffekt (kW);2005M01;0,0
I alt;Mini;Gennemsnitlig km pr liter (liter);2005M01;20,7
I alt;Mini;Gennemsnitlig slagvolumen (cm3);2005M01;0,0
I alt;Small SUV;Ny registrerede biler (antal);2005M01;159,0
I alt;Small SUV;Købspris (mio. kr);2005M01;37,5
I alt;Small SUV;Gennemsnitlig købspris (kr.);2005M01;236078,0
I alt;Small SUV;Gennemsnitlig motoreffekt (kW);2005M01;0,0
I alt;Small SUV;Gennemsnitlig km pr liter (liter);2005M01;12,2
I alt;Small SUV;Gennemsnitlig slagvolumen (cm3);2005M01;0,0
I alt;Medium SUV;Ny registrerede biler (antal);2005M01;43,0
I alt;Medium SUV;Købspris (mio. kr);2005M01;17,9
I alt;Medium SUV;Gennemsnitlig købspris (kr.);2005M01;415569,0
I alt;Medium SUV;Gennemsnitlig motoreffekt (kW);2005M01;0,0
I alt;Medium SUV;Gennemsnitlig km pr liter (liter);2005M01;11,3
I alt;Medium SUV;Gennemsnitlig slagvolumen (cm3);2005M01;0,0
I alt;Large SUV;Ny registrerede biler (antal);2005M01;44,0
I alt;Large SUV;Købspris (mio. kr);2005M01;27,6
I alt;Large SUV;Gennemsnitlig købspris (kr.);2005M01;627332,0
I alt;Large SUV;Gennemsnitlig motoreffekt (kW);2005M01;0,0
I alt;Large SUV;Gennemsnitlig km pr liter (liter);2005M01;10,1
I alt;Large SUV;Gennemsnitlig slagvolumen (cm3);2005M01;0,0
I alt;Andre bilsegmenter;Ny registrerede biler (antal);2005M01;0,0
I alt;Andre bilsegmenter;Købspris (mio. kr);2005M01;0,0
I alt;Andre bilsegmenter;Gennemsnitlig købspris (kr.);2005M01;0,0
I alt;Andre bilsegmenter;Gennemsnitlig motoreffekt (kW);2005M01;0,0
I alt;Andre bilsegmenter;Gennemsnitlig km pr liter (liter);2005M01;0,0
I alt;Andre bilsegmenter;Gennemsnitlig slagvolumen (cm3);2005M01;0,0
I alt;Uoplyst;Ny registrerede biler (antal);2005M01;172,0
I alt;Uoplyst;Købspris (mio. kr);2005M01;71,8
I alt;Uoplyst;Gennemsnitlig købspris (kr.);2005M01;417729,0
I alt;Uoplyst;Gennemsnitlig motoreffekt (kW);2005M01;0,0
I alt;Uoplyst;Gennemsnitlig km pr liter (liter);2005M01;12,2
I alt;Uoplyst;Gennemsnitlig slagvolumen (cm3);2005M01;0,0
I alt;Small;Ny registrerede biler (antal);2005M01;2847,0
I alt;Small;Købspris (mio. kr);2005M01;449,2
I alt;Small;Gennemsnitlig købspris (kr.);2005M01;157796,0
I alt;Small;Gennemsnitlig motoreffekt (kW);2005M01;0,0
I alt;Small;Gennemsnitlig km pr liter (liter);2005M01;17,6
I alt;Small;Gennemsnitlig slagvolumen (cm3);2005M01;0,0
I alt;Medium;Ny registrerede biler (antal);2005M01;2784,0
I alt;Medium;Købspris (mio. kr);2005M01;651,6
I alt;Medium;Gennemsnitlig købspris (kr.);2005M01;234055,0
I alt;Medium;Gennemsnitlig motoreffekt (kW);2005M01;0,0
I alt;Medium;Gennemsnitlig km pr liter (liter);2005M01;15,3
I alt;Medium;Gennemsnitlig slagvolumen (cm3);2005M01;0,0
I alt;Large;Ny registrerede biler (antal);2005M01;1626,0
I alt;Large;Købspris (mio. kr);2005M01;537,1
I alt;Large;Gennemsnitlig købspris (kr.);2005M01;330321,0
I alt;Large;Gennemsnitlig motoreffekt (kW);2005M01;0,0
I alt;Large;Gennemsnitlig km pr liter (liter);2005M01;13,9
I alt;Large;Gennemsnitlig slagvolumen (cm3);2005M01;0,0
I alt;Executive;Ny registrerede biler (antal);2005M01;154,0
I alt;Executive;Købspris (mio. kr);2005M01;103,6
I alt;Executive;Gennemsnitlig købspris (kr.);2005M01;672734,0
I alt;Executive;Gennemsnitlig motoreffekt (kW);2005M01;0,0
I alt;Executive;Gennemsnitlig km pr liter (liter);2005M01;12,1
I alt;Executive;Gennemsnitlig slagvolumen (cm3);2005M01;0,0
I alt;Luxury;Ny registrerede biler (antal);2005M01;1,0
I alt;Luxury;Købspris (mio. kr);2005M01;2,1
I alt;Luxury;Gennemsnitlig købspris (kr.);2005M01;2121183,0
I alt;Luxury;Gennemsnitlig motoreffekt (kW);2005M01;0,0
I alt;Luxury;Gennemsnitlig km pr liter (liter);2005M01;9,2
I alt;Luxury;Gennemsnitlig slagvolumen (cm3);2005M01;0,0
I alt;Sport;Ny registrerede biler (antal);2005M01;7,0
I alt;Sport;Købspris (mio. kr);2005M01;10,7
I alt;Sport;Gennemsnitlig købspris (kr.);2005M01;1523507,0
I alt;Sport;Gennemsnitlig motoreffekt (kW);2005M01;0,0
I alt;Sport;Gennemsnitlig km pr liter (liter);2005M01;10,2
I alt;Sport;Gennemsnitlig slagvolumen (cm3);2005M01;0,0
I alt;Small MPV;Ny registrerede biler (antal);2005M01;897,0
I alt;Small MPV;Købspris (mio. kr);2005M01;181,0
I alt;Small MPV;Gennemsnitlig købspris (kr.);2005M01;201796,0
I alt;Small MPV;Gennemsnitlig motoreffekt (kW);2005M01;0,0
I alt;Small MPV;Gennemsnitlig km pr liter (liter);2005M01;14,7
I alt;Small MPV;Gennemsnitlig slagvolumen (cm3);2005M01;0,0
I alt;Large MPV;Ny registrerede biler (antal);2005M01;274,0
I alt;Large MPV;Købspris (mio. kr);2005M01;94,5
I alt;Large MPV;Gennemsnitlig købspris (kr.);2005M01;344939,0
I alt;Large MPV;Gennemsnitlig motoreffekt (kW);2005M01;0,0
I alt;Large MPV;Gennemsnitlig km pr liter (liter);2005M01;13,2
I alt;Large MPV;Gennemsnitlig slagvolumen (cm3);2005M01;0,0
I husholdningerne;I alt;Ny registrerede biler (antal);2005M01;7304,0
I husholdningerne;I alt;Købspris (mio. kr);2005M01;1596,1
I husholdningerne;I alt;Gennemsnitlig købspris (kr.);2005M01;218530,0
I husholdningerne;I alt;Gennemsnitlig motoreffekt (kW);2005M01;0,0
I husholdningerne;I alt;Gennemsnitlig km pr liter (liter);2005M01;16,2
I husholdningerne;I alt;Gennemsnitlig slagvolumen (cm3);2005M01;0,0
I husholdningerne;Mini;Ny registrerede biler (antal);2005M01;873,0
I husholdningerne;Mini;Købspris (mio. kr);2005M01;105,9
I husholdningerne;Mini;Gennemsnitlig købspris (kr.);2005M01;121358,0
I husholdningerne;Mini;Gennemsnitlig motoreffekt (kW);2005M01;0,0
I husholdningerne;Mini;Gennemsnitlig km pr liter (liter);2005M01;20,9
I husholdningerne;Mini;Gennemsnitlig slagvolumen (cm3);2005M01;0,0
I husholdningerne;Small SUV;Ny registrerede biler (antal);2005M01;137,0
I husholdningerne;Small SUV;Købspris (mio. kr);2005M01;32,1
I husholdningerne;Small SUV;Gennemsnitlig købspris (kr.);2005M01;234524,0
I husholdningerne;Small SUV;Gennemsnitlig motoreffekt (kW);2005M01;0,0
I husholdningerne;Small SUV;Gennemsnitlig km pr liter (liter);2005M01;12,3
I husholdningerne;Small SUV;Gennemsnitlig slagvolumen (cm3);2005M01;0,0
I husholdningerne;Medium SUV;Ny registrerede biler (antal);2005M01;27,0
I husholdningerne;Medium SUV;Købspris (mio. kr);2005M01;11,5
I husholdningerne;Medium SUV;Gennemsnitlig købspris (kr.);2005M01;425110,0
I husholdningerne;Medium SUV;Gennemsnitlig motoreffekt (kW);2005M01;0,0
I husholdningerne;Medium SUV;Gennemsnitlig km pr liter (liter);2005M01;10,8
I husholdningerne;Medium SUV;Gennemsnitlig slagvolumen (cm3);2005M01;0,0
I husholdningerne;Large SUV;Ny registrerede biler (antal);2005M01;24,0
I husholdningerne;Large SUV;Købspris (mio. kr);2005M01;14,4
I husholdningerne;Large SUV;Gennemsnitlig købspris (kr.);2005M01;600365,0
I husholdningerne;Large SUV;Gennemsnitlig motoreffekt (kW);2005M01;0,0
I husholdningerne;Large SUV;Gennemsnitlig km pr liter (liter);2005M01;10,5
I husholdningerne;Large SUV;Gennemsnitlig slagvolumen (cm3);2005M01;0,0
I husholdningerne;Andre bilsegmenter;Ny registrerede biler (antal);2005M01;0,0
I husholdningerne;Andre bilsegmenter;Købspris (mio. kr);2005M01;0,0
I husholdningerne;Andre bilsegmenter;Gennemsnitlig købspris (kr.);2005M01;0,0
I husholdningerne;Andre bilsegmenter;Gennemsnitlig motoreffekt (kW);2005M01;0,0
I husholdningerne;Andre bilsegmenter;Gennemsnitlig km pr liter (liter);2005M01;0,0
I husholdningerne;Andre bilsegmenter;Gennemsnitlig slagvolumen (cm3);2005M01;0,0
I husholdningerne;Uoplyst;Ny registrerede biler (antal);2005M01;92,0
I husholdningerne;Uoplyst;Købspris (mio. kr);2005M01;35,4
I alt;Mini;Gennemsnitlig km pr liter (liter);2005M03;20,5
I alt;Mini;Gennemsnitlig slagvolumen (cm3);2005M03;0,0
I alt;Small SUV;Ny registrerede biler (antal);2005M03;211,0
I alt;Small SUV;Købspris (mio. kr);2005M03;51,0
I alt;Small SUV;Gennemsnitlig købspris (kr.);2005M03;241603,0
I alt;Small SUV;Gennemsnitlig motoreffekt (kW);2005M03;0,0
I alt;Small SUV;Gennemsnitlig km pr liter (liter);2005M03;12,1
I alt;Small SUV;Gennemsnitlig slagvolumen (cm3);2005M03;0,0
I alt;Medium SUV;Ny registrerede biler (antal);2005M03;55,0
I alt;Medium SUV;Købspris (mio. kr);2005M03;20,8
I alt;Medium SUV;Gennemsnitlig købspris (kr.);2005M03;377510,0
I alt;Medium SUV;Gennemsnitlig motoreffekt (kW);2005M03;0,0
